Frequency,Reflectivity
399.24736,0.84569
400.20709,0.70606
401.16682,0.57027
402.12655,0.4371
403.08628,0.31574
404.04601,0.21053
405.00574,0.12011
405.96547,0.07155
406.9252,0.10342
407.88493,0.13584
408.84465,0.1387
409.80438,0.13164
410.76411,0.1589
411.72384,0.18499
412.68357,0.18531
413.6433,0.17732
414.60303,0.1879
415.56276,0.20946
416.52249,0.23013
417.48222,0.25723
418.44195,0.29333
419.40168,0.31023
420.36141,0.28655
421.32113,0.2423
422.28086,0.20607
423.24059,0.20272
424.20032,0.23265
425.16005,0.28215
426.11978,0.33268
427.07951,0.36554
428.03924,0.37679
428.99897,0.369
429.9587,0.34248
430.91843,0.30499
431.87816,0.274
432.83789,0.2615
433.79761,0.27116
434.75734,0.30494
435.71707,0.35847
436.6768,0.41384
437.63653,0.44852
438.59626,0.45862
439.55599,0.46038
440.51572,0.47033
441.47545,0.49285
442.43518,0.52087
443.39491,0.54325
444.35464,0.55582
445.31437,0.56669
446.2741,0.59098
447.23382,0.63808
448.19355,0.70191
449.15328,0.76877
450.11301,0.8317
451.07274,0.89052
452.03247,0.94304
452.9922,0.98279
453.95193,1.00592
454.91166,1.01748
455.87139,1.03138
456.83112,1.06122
457.79085,1.10325
458.75058,1.13425
459.7103,1.13949
460.67003,1.12944
461.62976,1.12277
462.58949,1.12617
463.54922,1.13328
464.50895,1.13547
465.46868,1.12788
466.42841,1.11136
467.38814,1.09823
468.34787,1.10705
469.3076,1.14112
470.26733,1.1776
471.22706,1.18853
472.18678,1.17434
473.14651,1.16103
474.10624,1.16229
475.06597,1.16566
476.0257,1.15551
476.98543,1.13359
477.94516,1.11204
478.90489,1.09594
479.86462,1.08042
480.82435,1.06167
481.78408,1.04312
482.74381,1.02978
483.70354,1.02278
484.66326,1.02067
485.62299,1.0215
486.58272,1.02326
487.54245,1.02417
488.50218,1.02407
489.46191,1.02578
490.42164,1.03217
491.38137,1.04143
492.3411,1.04688
493.30083,1.0434
494.26056,1.03555
495.22029,1.03477
496.18002,1.04638
497.13974,1.06131
498.09947,1.06246
499.0592,1.04355
500.01893,1.01631
500.97866,0.99623
501.93839,0.98823
502.89812,0.98477
503.85785,0.97386
504.81758,0.94845
505.77731,0.90885
506.73704,0.85961
507.69677,0.80483
508.6565,0.74376
509.61622,0.67067
510.57595,0.58068
511.53568,0.47576
512.49541,0.36549
513.45514,0.26201
514.41487,0.17421
515.3746,0.10632
516.33433,0.05829
517.29406,0.03394
518.25379,0.02107
519.21352,0.02003
520.17325,0.02588
521.13298,0.02491
522.0927,0.02109
523.05243,0.03044
524.01216,0.03401
524.97189,0.02592
525.93162,0.01564
526.89135,0.01974
527.85108,0.02035
528.81081,0.02073
529.77054,0.02357
530.73027,0.02937
531.69,0.04482
532.64973,0.06657
533.60946,0.08875
534.56918,0.10615
535.52891,0.11823
536.48864,0.1314
537.44837,0.1519
538.4081,0.17766
539.36783,0.20328
540.32756,0.22471
541.28729,0.23918
542.24702,0.24733
543.20675,0.2534
544.16648,0.25976
545.12621,0.26326
546.08594,0.26004
547.04566,0.25107
548.00539,0.23873
548.96512,0.22285
549.92485,0.20221
550.88458,0.17592
551.84431,0.14458
552.80404,0.11176
553.76377,0.08279
554.7235,0.0621
555.68323,0.04979
556.64296,0.04094
557.60269,0.03183
558.56242,0.02353
559.52214,0.02008
560.48187,0.02449
561.4416,0.03218
562.40133,0.03816
563.36106,0.04268
564.32079,0.04627
565.28052,0.04647
566.24025,0.04123
567.19998,0.03246
568.15971,0.02615
569.11944,0.0278
570.07917,0.03544
571.0389,0.04199
571.99863,0.04289
572.95835,0.03805
573.91808,0.03014
574.87781,0.02354
575.83754,0.02171
576.79727,0.02301
577.757,0.02485
578.71673,0.02785
579.67646,0.03367
580.63619,0.04064
581.59592,0.04497
582.55565,0.04608
583.51538,0.04759
584.47511,0.05144
585.43483,0.05651
586.39456,0.06144
587.35429,0.06349
588.31402,0.06164
589.27375,0.05843
590.23348,0.05615
591.19321,0.05391
592.15294,0.04987
593.11267,0.04414
594.0724,0.03947
595.03213,0.04014
595.99186,0.04682
596.95159,0.05524
597.91131,0.06038
