Frequency,Reflectivity
399.24736,0.72592
400.20709,0.59181
401.16682,0.44371
402.12655,0.29639
403.08628,0.17662
404.04601,0.11381
405.00574,0.10869
405.96547,0.12342
406.9252,0.14743
407.88493,0.17369
408.84465,0.18854
409.80438,0.18988
410.76411,0.18568
411.72384,0.1815
412.68357,0.17608
413.6433,0.17508
414.60303,0.18849
415.56276,0.20899
416.52249,0.22909
417.48222,0.24652
418.44195,0.25865
419.40168,0.26596
420.36141,0.27109
421.32113,0.27231
422.28086,0.26787
423.24059,0.26223
424.20032,0.26255
425.16005,0.27002
426.11978,0.28091
427.07951,0.28967
428.03924,0.29287
428.99897,0.29316
429.9587,0.29608
430.91843,0.30641
431.87816,0.32523
432.83789,0.34958
433.79761,0.37516
434.75734,0.39652
435.71707,0.40844
436.6768,0.41107
437.63653,0.41181
438.59626,0.4193
439.55599,0.43551
440.51572,0.45464
441.47545,0.47157
442.43518,0.48877
443.39491,0.51211
444.35464,0.54454
445.31437,0.58476
446.2741,0.62806
447.23382,0.66958
448.19355,0.70937
449.15328,0.75113
450.11301,0.79477
451.07274,0.83337
452.03247,0.85936
452.9922,0.87165
453.95193,0.87394
454.91166,0.87019
455.87139,0.86588
456.83112,0.87032
457.79085,0.89073
458.75058,0.92328
459.7103,0.9558
460.67003,0.97774
461.62976,0.98508
462.58949,0.98018
463.54922,0.969
464.50895,0.95754
465.46868,0.95042
466.42841,0.95049
467.38814,0.9572
468.34787,0.96704
469.3076,0.97775
470.26733,0.98934
471.22706,0.99951
472.18678,1.00323
473.14651,1.00016
474.10624,0.99717
475.06597,0.99982
476.0257,1.00652
476.98543,1.01265
477.94516,1.01666
478.90489,1.02047
479.86462,1.02637
480.82435,1.03574
481.78408,1.04912
482.74381,1.06566
483.70354,1.08275
484.66326,1.09764
485.62299,1.11037
486.58272,1.12279
487.54245,1.13454
488.50218,1.1428
489.46191,1.14714
490.42164,1.15225
491.38137,1.16402
492.3411,1.18396
493.30083,1.20857
494.26056,1.23294
495.22029,1.25355
496.18002,1.26824
497.13974,1.27604
498.09947,1.27832
499.0592,1.27917
500.01893,1.28316
500.97866,1.29276
501.93839,1.30768
502.89812,1.32461
503.85785,1.33575
504.81758,1.32968
505.77731,1.29902
506.73704,1.25075
507.69677,1.20528
508.6565,1.17907
509.61622,1.16928
510.57595,1.15652
511.53568,1.12142
512.49541,1.05976
513.45514,0.98306
514.41487,0.90696
515.3746,0.84089
516.33433,0.78604
517.29406,0.73915
518.25379,0.6969
519.21352,0.65776
520.17325,0.62189
521.13298,0.59034
522.0927,0.5642
523.05243,0.54401
524.01216,0.52925
524.97189,0.51802
525.93162,0.50762
526.89135,0.49629
527.85108,0.4844
528.81081,0.47369
529.77054,0.46557
530.73027,0.46019
531.69,0.45691
532.64973,0.45517
533.60946,0.45454
534.56918,0.45443
535.52891,0.45428
536.48864,0.45369
537.44837,0.45199
538.4081,0.44803
539.36783,0.44133
540.32756,0.43314
541.28729,0.42548
542.24702,0.4193
543.20675,0.41435
544.16648,0.41023
545.12621,0.40632
546.08594,0.4006
547.04566,0.38964
548.00539,0.3707
548.96512,0.34327
549.92485,0.30813
550.88458,0.26642
551.84431,0.22106
552.80404,0.17822
553.76377,0.14504
554.7235,0.12447
555.68323,0.1129
556.64296,0.10358
557.60269,0.0923
558.56242,0.0799
559.52214,0.06977
560.48187,0.06353
561.4416,0.05991
562.40133,0.05691
563.36106,0.05402
564.32079,0.05172
565.28052,0.0498
566.24025,0.04786
567.19998,0.04613
568.15971,0.045
569.11944,0.04466
570.07917,0.04455
571.0389,0.04373
571.99863,0.04255
572.95835,0.04246
573.91808,0.04421
574.87781,0.04731
575.83754,0.05077
576.79727,0.05346
577.757,0.05417
578.71673,0.05295
579.67646,0.05175
580.63619,0.05234
581.59592,0.05351
582.55565,0.05256
583.51538,0.04917
584.47511,0.04589
585.43483,0.04478
586.39456,0.04612
587.35429,0.04908
588.31402,0.05213
589.27375,0.0541
590.23348,0.05469
591.19321,0.05441
592.15294,0.05449
593.11267,0.05593
594.0724,0.05822
595.03213,0.0595
595.99186,0.05863
596.95159,0.05655
597.91131,0.05542
