Frequency,Reflectivity
399.24736,0.47391
400.20709,0.4
401.16682,0.31425
402.12655,0.2239
403.08628,0.14283
404.04601,0.08471
405.00574,0.05487
405.96547,0.04784
406.9252,0.05166
407.88493,0.05789
408.84465,0.06419
409.80438,0.0711
410.76411,0.07963
411.72384,0.08993
412.68357,0.10081
413.6433,0.11052
414.60303,0.11829
415.56276,0.12522
416.52249,0.13318
417.48222,0.14305
418.44195,0.15324
419.40168,0.16016
420.36141,0.16258
421.32113,0.16306
422.28086,0.16428
423.24059,0.16715
424.20032,0.17162
425.16005,0.1778
426.11978,0.18582
427.07951,0.195
428.03924,0.20377
428.99897,0.2113
429.9587,0.21842
430.91843,0.22645
431.87816,0.23569
432.83789,0.24535
433.79761,0.25479
434.75734,0.26425
435.71707,0.27448
436.6768,0.2863
437.63653,0.3
438.59626,0.31489
439.55599,0.32988
440.51572,0.34486
441.47545,0.3611
442.43518,0.38029
443.39491,0.40342
444.35464,0.43073
445.31437,0.46252
446.2741,0.49924
447.23382,0.54058
448.19355,0.58481
449.15328,0.62903
450.11301,0.67023
451.07274,0.7063
452.03247,0.73606
452.9922,0.75871
453.95193,0.77397
454.91166,0.78308
455.87139,0.78887
456.83112,0.79436
457.79085,0.80088
458.75058,0.80739
459.7103,0.81242
460.67003,0.81598
461.62976,0.81914
462.58949,0.82276
463.54922,0.82661
464.50895,0.82988
465.46868,0.8321
466.42841,0.83357
467.38814,0.83501
468.34787,0.83708
469.3076,0.84005
470.26733,0.84349
471.22706,0.84633
472.18678,0.84757
473.14651,0.84728
474.10624,0.84652
475.06597,0.84602
476.0257,0.84549
476.98543,0.84424
477.94516,0.84235
478.90489,0.84097
479.86462,0.84128
480.82435,0.84307
481.78408,0.84477
482.74381,0.84497
483.70354,0.84376
484.66326,0.84211
485.62299,0.84044
486.58272,0.83807
487.54245,0.83418
488.50218,0.82881
489.46191,0.82314
490.42164,0.81867
491.38137,0.81584
492.3411,0.81366
493.30083,0.81062
494.26056,0.80579
495.22029,0.79893
496.18002,0.79023
497.13974,0.78022
498.09947,0.76948
499.0592,0.75818
500.01893,0.74571
500.97866,0.73105
501.93839,0.71325
502.89812,0.69171
503.85785,0.66524
504.81758,0.63085
505.77731,0.58409
506.73704,0.52194
507.69677,0.44594
508.6565,0.36255
509.61622,0.28071
510.57595,0.20888
511.53568,0.15244
512.49541,0.11224
513.45514,0.08546
514.41487,0.06799
515.3746,0.05636
516.33433,0.04814
517.29406,0.04164
518.25379,0.03601
519.21352,0.03121
520.17325,0.0273
521.13298,0.02403
522.0927,0.02109
523.05243,0.01849
524.01216,0.01638
524.97189,0.01482
525.93162,0.01371
526.89135,0.01273
527.85108,0.01144
528.81081,0.00979
529.77054,0.00824
530.73027,0.00731
531.69,0.00717
532.64973,0.00752
533.60946,0.0079
534.56918,0.00816
535.52891,0.0085
536.48864,0.00926
537.44837,0.01045
538.4081,0.01171
539.36783,0.01269
540.32756,0.01334
541.28729,0.01383
542.24702,0.01434
543.20675,0.01495
544.16648,0.01568
545.12621,0.01657
546.08594,0.01772
547.04566,0.01913
548.00539,0.02062
548.96512,0.02213
549.92485,0.02385
550.88458,0.02583
551.84431,0.02775
552.80404,0.0289
553.76377,0.02862
554.7235,0.02689
555.68323,0.02449
556.64296,0.02239
557.60269,0.02099
558.56242,0.0201
559.52214,0.01959
560.48187,0.01952
561.4416,0.01989
562.40133,0.02039
563.36106,0.02076
564.32079,0.021
565.28052,0.02114
566.24025,0.02102
567.19998,0.02053
568.15971,0.01981
569.11944,0.01917
570.07917,0.01877
571.0389,0.01854
571.99863,0.01851
572.95835,0.01886
573.91808,0.01962
574.87781,0.02058
575.83754,0.02132
576.79727,0.02161
577.757,0.0216
578.71673,0.02162
579.67646,0.02189
580.63619,0.0224
581.59592,0.02292
582.55565,0.02334
583.51538,0.02377
584.47511,0.02435
585.43483,0.02502
586.39456,0.02565
587.35429,0.02615
588.31402,0.02647
589.27375,0.02657
590.23348,0.02643
591.19321,0.02618
592.15294,0.02611
593.11267,0.02647
594.0724,0.02724
595.03213,0.02814
595.99186,0.02887
596.95159,0.02938
597.91131,0.02986
