Frequency,Reflectivity
399.24736,0.44234
400.20709,0.36303
401.16682,0.27566
402.12655,0.19094
403.08628,0.12133
404.04601,0.07553
405.00574,0.054
405.96547,0.04997
406.9252,0.05538
407.88493,0.06503
408.84465,0.07618
409.80438,0.0866
410.76411,0.09463
411.72384,0.10053
412.68357,0.10637
413.6433,0.11382
414.60303,0.12233
415.56276,0.12996
416.52249,0.13547
417.48222,0.13923
418.44195,0.14261
419.40168,0.14665
420.36141,0.15128
421.32113,0.15609
422.28086,0.16109
423.24059,0.16645
424.20032,0.17211
425.16005,0.17811
426.11978,0.18497
427.07951,0.1928
428.03924,0.20064
428.99897,0.2073
429.9587,0.21277
430.91843,0.21828
431.87816,0.22483
432.83789,0.23231
433.79761,0.24021
434.75734,0.2484
435.71707,0.2573
436.6768,0.26746
437.63653,0.27893
438.59626,0.29131
439.55599,0.30435
440.51572,0.31841
441.47545,0.3342
442.43518,0.35226
443.39491,0.37291
444.35464,0.39685
445.31437,0.42526
446.2741,0.45894
447.23382,0.49728
448.19355,0.5381
449.15328,0.57867
450.11301,0.61669
451.07274,0.65045
452.03247,0.6784
452.9922,0.69908
453.95193,0.71226
454.91166,0.71984
455.87139,0.72505
456.83112,0.73055
457.79085,0.7371
458.75058,0.7436
459.7103,0.74875
460.67003,0.75205
461.62976,0.75379
462.58949,0.75482
463.54922,0.75615
464.50895,0.7583
465.46868,0.76103
466.42841,0.76379
467.38814,0.76637
468.34787,0.76892
469.3076,0.77143
470.26733,0.77344
471.22706,0.77463
472.18678,0.77525
473.14651,0.77592
474.10624,0.77696
475.06597,0.77822
476.0257,0.77938
476.98543,0.78034
477.94516,0.78126
478.90489,0.78236
479.86462,0.78359
480.82435,0.78463
481.78408,0.78533
482.74381,0.786
483.70354,0.78712
484.66326,0.78883
485.62299,0.7908
486.58272,0.79264
487.54245,0.79424
488.50218,0.79589
489.46191,0.79822
490.42164,0.80175
491.38137,0.80635
492.3411,0.81116
493.30083,0.81505
494.26056,0.81712
495.22029,0.817
496.18002,0.8148
497.13974,0.81087
498.09947,0.80549
499.0592,0.79861
500.01893,0.78996
500.97866,0.77902
501.93839,0.7652
502.89812,0.74805
503.85785,0.72689
504.81758,0.70028
505.77731,0.66645
506.73704,0.62418
507.69677,0.57268
508.6565,0.51095
509.61622,0.43902
510.57595,0.36096
511.53568,0.28589
512.49541,0.22421
513.45514,0.18194
514.41487,0.15829
515.3746,0.14792
516.33433,0.14475
517.29406,0.1443
518.25379,0.14415
519.21352,0.14347
520.17325,0.14229
521.13298,0.1409
522.0927,0.13967
523.05243,0.13891
524.01216,0.1388
524.97189,0.13923
525.93162,0.13986
526.89135,0.14032
527.85108,0.14041
528.81081,0.14022
529.77054,0.14008
530.73027,0.14028
531.69,0.14077
532.64973,0.1411
533.60946,0.14091
534.56918,0.14034
535.52891,0.13982
536.48864,0.13967
537.44837,0.13985
538.4081,0.14014
539.36783,0.14033
540.32756,0.14037
541.28729,0.14028
542.24702,0.14006
543.20675,0.13961
544.16648,0.13883
545.12621,0.13771
546.08594,0.13634
547.04566,0.13474
548.00539,0.13272
548.96512,0.12994
549.92485,0.12601
550.88458,0.12043
551.84431,0.1127
552.80404,0.10242
553.76377,0.08967
554.7235,0.07537
555.68323,0.06117
556.64296,0.04867
557.60269,0.03869
558.56242,0.03126
559.52214,0.02602
560.48187,0.0225
561.4416,0.02014
562.40133,0.0185
563.36106,0.01735
564.32079,0.01659
565.28052,0.0161
566.24025,0.01564
567.19998,0.01511
568.15971,0.01466
569.11944,0.01448
570.07917,0.01459
571.0389,0.01482
571.99863,0.01503
572.95835,0.01532
573.91808,0.01581
574.87781,0.01644
575.83754,0.01698
576.79727,0.01732
577.757,0.01757
578.71673,0.01787
579.67646,0.01825
580.63619,0.01864
581.59592,0.01899
582.55565,0.01932
583.51538,0.0197
584.47511,0.02029
585.43483,0.02108
586.39456,0.0219
587.35429,0.02256
588.31402,0.02302
589.27375,0.02332
590.23348,0.02352
591.19321,0.02374
592.15294,0.02419
593.11267,0.02488
594.0724,0.02559
595.03213,0.02604
595.99186,0.02621
596.95159,0.0264
597.91131,0.02689
