Frequency,Reflectivity
399.24736,0.4638
400.20709,0.39437
401.16682,0.31494
402.12655,0.23351
403.08628,0.16205
404.04601,0.11208
405.00574,0.08801
405.96547,0.08477
406.9252,0.09259
407.88493,0.10383
408.84465,0.1155
409.80438,0.12715
410.76411,0.13837
411.72384,0.14825
412.68357,0.15633
413.6433,0.16299
414.60303,0.16893
415.56276,0.17456
416.52249,0.18013
417.48222,0.18611
418.44195,0.19301
419.40168,0.20057
420.36141,0.20797
421.32113,0.21483
422.28086,0.22122
423.24059,0.22719
424.20032,0.2329
425.16005,0.23866
426.11978,0.24454
427.07951,0.25029
428.03924,0.25576
428.99897,0.26136
429.9587,0.26784
430.91843,0.2755
431.87816,0.28386
432.83789,0.29219
433.79761,0.30042
434.75734,0.30915
435.71707,0.31887
436.6768,0.32938
437.63653,0.3401
438.59626,0.3508
439.55599,0.36179
440.51572,0.37371
441.47545,0.38736
442.43518,0.40346
443.39491,0.42226
444.35464,0.44365
445.31437,0.4679
446.2741,0.49579
447.23382,0.52744
448.19355,0.56121
449.15328,0.59424
450.11301,0.62395
451.07274,0.64877
452.03247,0.66802
452.9922,0.68177
453.95193,0.69105
454.91166,0.6976
455.87139,0.70289
456.83112,0.70745
457.79085,0.71104
458.75058,0.71351
459.7103,0.7151
460.67003,0.71615
461.62976,0.71682
462.58949,0.71727
463.54922,0.71769
464.50895,0.71822
465.46868,0.71888
466.42841,0.71956
467.38814,0.72017
468.34787,0.72088
469.3076,0.72199
470.26733,0.72354
471.22706,0.7252
472.18678,0.72657
473.14651,0.72751
474.10624,0.72811
475.06597,0.72843
476.0257,0.72847
476.98543,0.72833
477.94516,0.72813
478.90489,0.72791
479.86462,0.72772
480.82435,0.72761
481.78408,0.72767
482.74381,0.72801
483.70354,0.72878
484.66326,0.73004
485.62299,0.73175
486.58272,0.73366
487.54245,0.73547
488.50218,0.73712
489.46191,0.73907
490.42164,0.74201
491.38137,0.74625
492.3411,0.75129
493.30083,0.75619
494.26056,0.76014
495.22029,0.76276
496.18002,0.76401
497.13974,0.76407
498.09947,0.76321
499.0592,0.76161
500.01893,0.759
500.97866,0.75442
501.93839,0.74661
502.89812,0.7348
503.85785,0.71844
504.81758,0.6959
505.77731,0.66467
506.73704,0.62373
507.69677,0.5754
508.6565,0.52395
509.61622,0.47299
510.57595,0.42485
511.53568,0.38148
512.49541,0.34487
513.45514,0.31613
514.41487,0.29463
515.3746,0.27848
516.33433,0.26583
517.29406,0.25566
518.25379,0.24741
519.21352,0.24059
520.17325,0.23474
521.13298,0.2297
522.0927,0.22555
523.05243,0.22235
524.01216,0.2199
524.97189,0.21769
525.93162,0.21522
526.89135,0.21239
527.85108,0.20958
528.81081,0.20717
529.77054,0.20534
530.73027,0.20395
531.69,0.20276
532.64973,0.20154
533.60946,0.20017
534.56918,0.19859
535.52891,0.19688
536.48864,0.19512
537.44837,0.19341
538.4081,0.19174
539.36783,0.19
540.32756,0.18795
541.28729,0.18539
542.24702,0.1823
543.20675,0.1787
544.16648,0.17457
545.12621,0.16971
546.08594,0.16385
547.04566,0.1567
548.00539,0.14789
548.96512,0.13679
549.92485,0.12286
550.88458,0.10628
551.84431,0.0884
552.80404,0.07141
553.76377,0.05719
554.7235,0.0464
555.68323,0.03865
556.64296,0.03321
557.60269,0.02951
558.56242,0.02712
559.52214,0.02562
560.48187,0.02468
561.4416,0.02404
562.40133,0.02357
563.36106,0.02327
564.32079,0.0233
565.28052,0.02381
566.24025,0.02471
567.19998,0.02572
568.15971,0.02655
569.11944,0.02715
570.07917,0.02766
571.0389,0.02822
571.99863,0.02883
572.95835,0.02945
573.91808,0.03009
574.87781,0.03086
575.83754,0.03182
576.79727,0.03292
577.757,0.034
578.71673,0.03491
579.67646,0.03564
580.63619,0.03631
581.59592,0.03704
582.55565,0.03788
583.51538,0.03875
584.47511,0.03954
585.43483,0.04018
586.39456,0.04074
587.35429,0.04133
588.31402,0.04206
589.27375,0.04292
590.23348,0.04385
591.19321,0.04476
592.15294,0.04561
593.11267,0.04642
594.0724,0.04724
595.03213,0.04806
595.99186,0.04887
596.95159,0.04964
597.91131,0.05037
