Frequency,Reflectivity
399.24736,0.21596
400.20709,0.18466
401.16682,0.149
402.12655,0.11648
403.08628,0.09375
404.04601,0.08405
405.00574,0.08549
405.96547,0.09288
406.9252,0.10184
407.88493,0.11065
408.84465,0.11921
409.80438,0.12729
410.76411,0.13419
411.72384,0.13962
412.68357,0.14391
413.6433,0.14761
414.60303,0.15138
415.56276,0.15587
416.52249,0.16152
417.48222,0.16825
418.44195,0.17533
419.40168,0.18251
420.36141,0.19049
421.32113,0.19889
422.28086,0.20572
423.24059,0.20905
424.20032,0.20897
425.16005,0.20769
426.11978,0.20757
427.07951,0.20951
428.03924,0.21332
428.99897,0.21811
429.9587,0.22228
430.91843,0.2245
431.87816,0.22538
432.83789,0.22744
433.79761,0.23291
434.75734,0.24174
435.71707,0.25179
436.6768,0.26077
437.63653,0.26798
438.59626,0.27399
439.55599,0.27963
440.51572,0.28565
441.47545,0.29292
442.43518,0.3022
443.39491,0.31328
444.35464,0.32475
445.31437,0.33522
446.2741,0.34459
447.23382,0.35421
448.19355,0.36569
449.15328,0.3796
450.11301,0.39482
451.07274,0.40916
452.03247,0.42055
452.9922,0.42804
453.95193,0.43226
454.91166,0.43485
455.87139,0.43747
456.83112,0.44071
457.79085,0.4436
458.75058,0.44475
459.7103,0.44447
460.67003,0.44444
461.62976,0.4457
462.58949,0.44786
463.54922,0.45
464.50895,0.45167
465.46868,0.45275
466.42841,0.45336
467.38814,0.45401
468.34787,0.45528
469.3076,0.45718
470.26733,0.45918
471.22706,0.46065
472.18678,0.46115
473.14651,0.46065
474.10624,0.45966
475.06597,0.45865
476.0257,0.45768
476.98543,0.45681
477.94516,0.4566
478.90489,0.45775
479.86462,0.46033
480.82435,0.46351
481.78408,0.46617
482.74381,0.46754
483.70354,0.46756
484.66326,0.46686
485.62299,0.46642
486.58272,0.46727
487.54245,0.47023
488.50218,0.47571
489.46191,0.48354
490.42164,0.4932
491.38137,0.50429
492.3411,0.51676
493.30083,0.53046
494.26056,0.54463
495.22029,0.55784
496.18002,0.56861
497.13974,0.57611
498.09947,0.58032
499.0592,0.58158
500.01893,0.58004
500.97866,0.57528
501.93839,0.5668
502.89812,0.55469
503.85785,0.5386
504.81758,0.51602
505.77731,0.4835
506.73704,0.44216
507.69677,0.40151
508.6565,0.37521
509.61622,0.37161
510.57595,0.38826
511.53568,0.41453
512.49541,0.43916
513.45514,0.45608
514.41487,0.46508
515.3746,0.46899
516.33433,0.4707
517.29406,0.47188
518.25379,0.47291
519.21352,0.47347
520.17325,0.47317
521.13298,0.47184
522.0927,0.46974
523.05243,0.46766
524.01216,0.46652
524.97189,0.4667
525.93162,0.4676
526.89135,0.46812
527.85108,0.46754
528.81081,0.46592
529.77054,0.46378
530.73027,0.46166
531.69,0.45972
532.64973,0.45754
533.60946,0.45469
534.56918,0.45128
535.52891,0.44791
536.48864,0.44484
537.44837,0.44159
538.4081,0.43736
539.36783,0.43181
540.32756,0.42519
541.28729,0.41784
542.24702,0.40968
543.20675,0.40036
544.16648,0.3898
545.12621,0.3782
546.08594,0.36551
547.04566,0.35106
548.00539,0.33389
548.96512,0.31308
549.92485,0.28768
550.88458,0.25664
551.84431,0.21962
552.80404,0.1782
553.76377,0.13629
554.7235,0.09868
555.68323,0.06875
556.64296,0.04723
557.60269,0.03268
558.56242,0.02286
559.52214,0.0159
560.48187,0.01074
561.4416,0.00705
562.40133,0.00482
563.36106,0.00393
564.32079,0.00369
565.28052,0.00356
566.24025,0.00354
567.19998,0.00361
568.15971,0.00371
569.11944,0.00378
570.07917,0.00424
571.0389,0.00541
571.99863,0.00708
572.95835,0.00889
573.91808,0.01061
574.87781,0.01215
575.83754,0.01354
576.79727,0.01484
577.757,0.0161
578.71673,0.01727
579.67646,0.01827
580.63619,0.01914
581.59592,0.02007
582.55565,0.02123
583.51538,0.02253
584.47511,0.02368
585.43483,0.02458
586.39456,0.02537
587.35429,0.02631
588.31402,0.02754
589.27375,0.029
590.23348,0.03054
591.19321,0.03203
592.15294,0.03335
593.11267,0.03445
594.0724,0.03538
595.03213,0.03625
595.99186,0.03712
596.95159,0.03799
597.91131,0.03893
