Frequency,Reflectivity
399.24736,0.63515
400.20709,0.54245
401.16682,0.43116
402.12655,0.31442
403.08628,0.2105
404.04601,0.13601
405.00574,0.09771
405.96547,0.08951
406.9252,0.09828
407.88493,0.11303
408.84465,0.12862
409.80438,0.14364
410.76411,0.15756
411.72384,0.16997
412.68357,0.18078
413.6433,0.19061
414.60303,0.20034
415.56276,0.21038
416.52249,0.22064
417.48222,0.23108
418.44195,0.2416
419.40168,0.25141
420.36141,0.25962
421.32113,0.26627
422.28086,0.27184
423.24059,0.27685
424.20032,0.28218
425.16005,0.28869
426.11978,0.29634
427.07951,0.30437
428.03924,0.31237
428.99897,0.32081
429.9587,0.33023
430.91843,0.34038
431.87816,0.35054
432.83789,0.36048
433.79761,0.37087
434.75734,0.38253
435.71707,0.39549
436.6768,0.40898
437.63653,0.4225
438.59626,0.43654
439.55599,0.45205
440.51572,0.46935
441.47545,0.4884
442.43518,0.50965
443.39491,0.53399
444.35464,0.56181
445.31437,0.59323
446.2741,0.62891
447.23382,0.66948
448.19355,0.71375
449.15328,0.75806
450.11301,0.79797
451.07274,0.83044
452.03247,0.85492
452.9922,0.87279
453.95193,0.88591
454.91166,0.89559
455.87139,0.90255
456.83112,0.90745
457.79085,0.9113
458.75058,0.91496
459.7103,0.91853
460.67003,0.92147
461.62976,0.92334
462.58949,0.92433
463.54922,0.92504
464.50895,0.92578
465.46868,0.92619
466.42841,0.92584
467.38814,0.925
468.34787,0.92449
469.3076,0.92475
470.26733,0.9254
471.22706,0.92589
472.18678,0.92597
473.14651,0.92571
474.10624,0.92521
475.06597,0.92453
476.0257,0.92379
476.98543,0.92303
477.94516,0.92229
478.90489,0.92153
479.86462,0.9206
480.82435,0.91931
481.78408,0.91757
482.74381,0.91554
483.70354,0.91337
484.66326,0.91109
485.62299,0.90862
486.58272,0.9059
487.54245,0.90304
488.50218,0.90042
489.46191,0.89834
490.42164,0.89658
491.38137,0.89434
492.3411,0.89106
493.30083,0.88694
494.26056,0.88251
495.22029,0.87801
496.18002,0.87343
497.13974,0.86869
498.09947,0.86353
499.0592,0.8575
500.01893,0.85021
500.97866,0.84142
501.93839,0.83099
502.89812,0.81867
503.85785,0.80389
504.81758,0.78559
505.77731,0.76251
506.73704,0.73339
507.69677,0.69653
508.6565,0.64917
509.61622,0.5883
510.57595,0.51305
511.53568,0.42715
512.49541,0.33887
513.45514,0.2578
514.41487,0.19049
515.3746,0.13877
516.33433,0.10098
517.29406,0.07404
518.25379,0.05488
519.21352,0.04104
520.17325,0.03087
521.13298,0.02335
522.0927,0.01766
523.05243,0.01316
524.01216,0.00954
524.97189,0.0068
525.93162,0.00512
526.89135,0.00422
527.85108,0.00367
528.81081,0.00339
529.77054,0.00338
530.73027,0.00345
531.69,0.00348
532.64973,0.00366
533.60946,0.0043
534.56918,0.00542
535.52891,0.00686
536.48864,0.00845
537.44837,0.01014
538.4081,0.01205
539.36783,0.0143
540.32756,0.01673
541.28729,0.01896
542.24702,0.02067
543.20675,0.02177
544.16648,0.02247
545.12621,0.0231
546.08594,0.0239
547.04566,0.02476
548.00539,0.02536
548.96512,0.02547
549.92485,0.02516
550.88458,0.02465
551.84431,0.02418
552.80404,0.02393
553.76377,0.02406
554.7235,0.02456
555.68323,0.02532
556.64296,0.0261
557.60269,0.02678
558.56242,0.02745
559.52214,0.02832
560.48187,0.02949
561.4416,0.0308
562.40133,0.03197
563.36106,0.03292
564.32079,0.03373
565.28052,0.03459
566.24025,0.0356
567.19998,0.03674
568.15971,0.03788
569.11944,0.03888
570.07917,0.03965
571.0389,0.04025
571.99863,0.04087
572.95835,0.04166
573.91808,0.04263
574.87781,0.04362
575.83754,0.04457
576.79727,0.0455
577.757,0.04646
578.71673,0.04748
579.67646,0.04852
580.63619,0.04952
581.59592,0.05036
582.55565,0.05105
583.51538,0.05169
584.47511,0.05236
585.43483,0.05306
586.39456,0.0537
587.35429,0.0543
588.31402,0.055
589.27375,0.05599
590.23348,0.05722
591.19321,0.05838
592.15294,0.0592
593.11267,0.05975
594.0724,0.06029
595.03213,0.06095
595.99186,0.06172
596.95159,0.06251
597.91131,0.06331
