Frequency,Reflectivity
399.24736,0.90614
400.20709,0.7338
401.16682,0.55705
402.12655,0.40138
403.08628,0.28277
404.04601,0.20159
405.00574,0.14495
405.96547,0.1039
406.9252,0.08806
407.88493,0.0926
408.84465,0.09496
409.80438,0.09781
410.76411,0.10623
411.72384,0.1179
412.68357,0.13306
413.6433,0.15722
414.60303,0.18644
415.56276,0.20593
416.52249,0.20359
417.48222,0.18124
418.44195,0.15463
419.40168,0.14186
420.36141,0.14756
421.32113,0.16411
422.28086,0.1827
423.24059,0.19791
424.20032,0.20422
425.16005,0.19766
426.11978,0.18444
427.07951,0.17805
428.03924,0.18776
428.99897,0.21088
429.9587,0.23418
430.91843,0.24975
431.87816,0.26081
432.83789,0.27202
433.79761,0.282
434.75734,0.28732
435.71707,0.29025
436.6768,0.29686
437.63653,0.30725
438.59626,0.31535
439.55599,0.31909
440.51572,0.32459
441.47545,0.33998
442.43518,0.36807
443.39491,0.40611
444.35464,0.44849
445.31437,0.48922
446.2741,0.527
447.23382,0.56757
448.19355,0.61809
449.15328,0.6798
450.11301,0.7462
451.07274,0.80665
452.03247,0.85335
452.9922,0.8879
453.95193,0.91903
454.91166,0.95217
455.87139,0.98507
456.83112,1.0122
457.79085,1.03079
458.75058,1.04251
459.7103,1.05145
460.67003,1.06126
461.62976,1.0723
462.58949,1.0816
463.54922,1.08774
464.50895,1.09474
465.46868,1.10878
466.42841,1.13251
467.38814,1.16189
468.34787,1.18785
469.3076,1.20332
470.26733,1.21058
471.22706,1.21944
472.18678,1.23665
473.14651,1.25923
474.10624,1.28122
475.06597,1.30329
476.0257,1.33097
476.98543,1.36657
477.94516,1.40589
478.90489,1.44233
479.86462,1.4733
480.82435,1.50223
481.78408,1.53444
482.74381,1.57191
483.70354,1.61233
484.66326,1.6523
485.62299,1.69072
486.58272,1.7298
487.54245,1.77392
488.50218,1.82682
489.46191,1.88912
490.42164,1.95828
491.38137,2.03096
492.3411,2.10484
493.30083,2.17661
494.26056,2.23976
495.22029,2.28877
496.18002,2.32559
497.13974,2.35714
498.09947,2.38563
499.0592,2.40702
500.01893,2.42044
500.97866,2.43261
501.93839,2.44864
502.89812,2.46209
503.85785,2.45815
504.81758,2.42638
505.77731,2.37012
506.73704,2.30452
507.69677,2.2398
508.6565,2.16351
509.61622,2.04622
510.57595,1.87284
511.53568,1.66778
512.49541,1.48307
513.45514,1.35893
514.41487,1.29872
515.3746,1.27735
516.33433,1.26615
517.29406,1.25115
518.25379,1.2331
519.21352,1.21601
520.17325,1.20044
521.13298,1.18566
522.0927,1.17233
523.05243,1.16126
524.01216,1.15138
524.97189,1.14076
525.93162,1.12918
526.89135,1.11879
527.85108,1.11194
528.81081,1.10956
529.77054,1.1114
530.73027,1.11588
531.69,1.11935
532.64973,1.11764
533.60946,1.11018
534.56918,1.1018
535.52891,1.09873
536.48864,1.10282
537.44837,1.11065
538.4081,1.11723
539.36783,1.12007
540.32756,1.1201
541.28729,1.1197
542.24702,1.12022
543.20675,1.1215
544.16648,1.1228
545.12621,1.12353
546.08594,1.12313
547.04566,1.12064
548.00539,1.11411
548.96512,1.09988
549.92485,1.07206
550.88458,1.02303
551.84431,0.94586
552.80404,0.83929
553.76377,0.71263
554.7235,0.584
555.68323,0.47067
556.64296,0.38043
557.60269,0.31163
558.56242,0.25905
559.52214,0.21818
560.48187,0.18607
561.4416,0.16086
562.40133,0.14134
563.36106,0.12643
564.32079,0.11461
565.28052,0.10437
566.24025,0.09503
567.19998,0.08623
568.15971,0.07763
569.11944,0.06972
570.07917,0.06369
571.0389,0.06038
571.99863,0.05927
572.95835,0.05838
573.91808,0.05585
574.87781,0.05175
575.83754,0.04768
576.79727,0.04426
577.757,0.04049
578.71673,0.03636
579.67646,0.03364
580.63619,0.0332
581.59592,0.03389
582.55565,0.03454
583.51538,0.0353
584.47511,0.03631
585.43483,0.03647
586.39456,0.03502
587.35429,0.03258
588.31402,0.03015
589.27375,0.0279
590.23348,0.02588
591.19321,0.02494
592.15294,0.02568
593.11267,0.02736
594.0724,0.0288
595.03213,0.02917
595.99186,0.02822
596.95159,0.02707
597.91131,0.02756
