Frequency,Reflectivity
399.24736,0.08707
400.20709,0.07134
401.16682,0.0602
402.12655,0.06152
403.08628,0.07396
404.04601,0.08661
405.00574,0.09713
405.96547,0.10349
406.9252,0.11166
407.88493,0.1211
408.84465,0.1211
409.80438,0.11493
410.76411,0.11328
411.72384,0.11767
412.68357,0.1217
413.6433,0.12091
414.60303,0.11529
415.56276,0.10454
416.52249,0.08819
417.48222,0.07071
418.44195,0.05762
419.40168,0.05106
420.36141,0.05617
421.32113,0.05932
422.28086,0.06046
423.24059,0.06127
424.20032,0.06666
425.16005,0.0764
426.11978,0.08315
427.07951,0.08193
428.03924,0.07669
428.99897,0.07481
429.9587,0.08092
430.91843,0.09446
431.87816,0.10945
432.83789,0.12146
433.79761,0.12978
434.75734,0.13316
435.71707,0.13077
436.6768,0.12553
437.63653,0.12259
438.59626,0.12416
439.55599,0.12918
440.51572,0.13836
441.47545,0.15229
442.43518,0.16499
443.39491,0.16818
444.35464,0.16037
445.31437,0.14709
446.2741,0.1339
447.23382,0.12409
448.19355,0.12167
449.15328,0.13005
450.11301,0.14592
451.07274,0.15889
452.03247,0.16179
452.9922,0.15871
453.95193,0.15848
454.91166,0.16364
455.87139,0.17074
456.83112,0.17746
457.79085,0.18357
458.75058,0.18741
459.7103,0.18855
460.67003,0.1899
461.62976,0.19243
462.58949,0.19424
463.54922,0.19547
464.50895,0.19791
465.46868,0.20214
466.42841,0.20683
467.38814,0.2095
468.34787,0.20971
469.3076,0.21081
470.26733,0.21663
471.22706,0.22721
472.18678,0.23784
473.14651,0.24342
474.10624,0.24414
475.06597,0.24633
476.0257,0.25773
476.98543,0.27948
477.94516,0.30269
478.90489,0.31666
479.86462,0.32001
480.82435,0.32041
481.78408,0.32529
482.74381,0.33623
483.70354,0.35145
484.66326,0.36982
485.62299,0.391
486.58272,0.41447
487.54245,0.44029
488.50218,0.46886
489.46191,0.50085
490.42164,0.53845
491.38137,0.58389
492.3411,0.63466
493.30083,0.68187
494.26056,0.71666
495.22029,0.73851
496.18002,0.75529
497.13974,0.77504
498.09947,0.79936
499.0592,0.82435
500.01893,0.84486
500.97866,0.8561
501.93839,0.85319
502.89812,0.832
503.85785,0.79039
504.81758,0.72721
505.77731,0.64289
506.73704,0.54572
507.69677,0.45679
508.6565,0.40343
509.61622,0.40476
510.57595,0.4615
511.53568,0.55532
512.49541,0.65768
513.45514,0.74462
514.41487,0.80724
515.3746,0.84957
516.33433,0.87852
517.29406,0.89681
518.25379,0.90424
519.21352,0.90267
520.17325,0.89754
521.13298,0.89454
522.0927,0.89574
523.05243,0.89904
524.01216,0.90069
524.97189,0.89882
525.93162,0.89509
526.89135,0.89249
527.85108,0.89212
528.81081,0.89302
529.77054,0.89443
530.73027,0.89622
531.69,0.89733
532.64973,0.89542
533.60946,0.88911
534.56918,0.87985
535.52891,0.87071
536.48864,0.86371
537.44837,0.85871
538.4081,0.85425
539.36783,0.84884
540.32756,0.84127
541.28729,0.83041
542.24702,0.81579
543.20675,0.79872
544.16648,0.78156
545.12621,0.76434
546.08594,0.74242
547.04566,0.7083
548.00539,0.65613
548.96512,0.58518
549.92485,0.50034
550.88458,0.40997
551.84431,0.32313
552.80404,0.2476
553.76377,0.18813
554.7235,0.14508
555.68323,0.11479
556.64296,0.09194
557.60269,0.07351
558.56242,0.05972
559.52214,0.05016
560.48187,0.04314
561.4416,0.03725
562.40133,0.03073
563.36106,0.02332
564.32079,0.01644
565.28052,0.01134
566.24025,0.00882
567.19998,0.00978
568.15971,0.01032
569.11944,0.0103
570.07917,0.01091
571.0389,0.01261
571.99863,0.01411
572.95835,0.01374
573.91808,0.01
574.87781,0.00313
575.83754,0.00562
576.79727,0.00947
577.757,0.0091
578.71673,0.00678
579.67646,0.00758
580.63619,0.0093
581.59592,0.01084
582.55565,0.01129
583.51538,0.00974
584.47511,0.00847
585.43483,0.00783
586.39456,0.0058
587.35429,0.00778
588.31402,0.01161
589.27375,0.01327
590.23348,0.01316
591.19321,0.01276
592.15294,0.01147
593.11267,0.00913
594.0724,0.00877
595.03213,0.01018
595.99186,0.01142
596.95159,0.01341
597.91131,0.01529
