Frequency,Reflectivity
399.24736,0.54356
400.20709,0.45036
401.16682,0.34455
402.12655,0.23859
403.08628,0.14859
404.04601,0.08647
405.00574,0.05438
405.96547,0.04576
406.9252,0.05059
407.88493,0.06091
408.84465,0.07241
409.80438,0.08357
410.76411,0.09426
411.72384,0.10465
412.68357,0.11485
413.6433,0.12488
414.60303,0.13446
415.56276,0.14293
416.52249,0.15004
417.48222,0.15662
418.44195,0.16387
419.40168,0.17147
420.36141,0.17784
421.32113,0.18271
422.28086,0.18716
423.24059,0.19219
424.20032,0.19816
425.16005,0.20491
426.11978,0.21203
427.07951,0.219
428.03924,0.22561
428.99897,0.23233
429.9587,0.23995
430.91843,0.24881
431.87816,0.25849
432.83789,0.26856
433.79761,0.27919
434.75734,0.2908
435.71707,0.30321
436.6768,0.31581
437.63653,0.32857
438.59626,0.34232
439.55599,0.3579
440.51572,0.37565
441.47545,0.39574
442.43518,0.41843
443.39491,0.44399
444.35464,0.47274
445.31437,0.50581
446.2741,0.54495
447.23382,0.59087
448.19355,0.64168
449.15328,0.69313
450.11301,0.74047
451.07274,0.7801
452.03247,0.81046
452.9922,0.83211
453.95193,0.84712
454.91166,0.85811
455.87139,0.86706
456.83112,0.87472
457.79085,0.88097
458.75058,0.88594
459.7103,0.89028
460.67003,0.89446
461.62976,0.89859
462.58949,0.90275
463.54922,0.90717
464.50895,0.91173
465.46868,0.91596
466.42841,0.91945
467.38814,0.92224
468.34787,0.92465
469.3076,0.9269
470.26733,0.92888
471.22706,0.93014
472.18678,0.93049
473.14651,0.93051
474.10624,0.93117
475.06597,0.9326
476.0257,0.9339
476.98543,0.93424
477.94516,0.93379
478.90489,0.93329
479.86462,0.93291
480.82435,0.93207
481.78408,0.93031
482.74381,0.92789
483.70354,0.92545
484.66326,0.92315
485.62299,0.92065
486.58272,0.91775
487.54245,0.91477
488.50218,0.91212
489.46191,0.90983
490.42164,0.90755
491.38137,0.9048
492.3411,0.90117
493.30083,0.89636
494.26056,0.89023
495.22029,0.88296
496.18002,0.87496
497.13974,0.86659
498.09947,0.85802
499.0592,0.84902
500.01893,0.83871
500.97866,0.82553
501.93839,0.8079
502.89812,0.78487
503.85785,0.75527
504.81758,0.71596
505.77731,0.66258
506.73704,0.59308
507.69677,0.51076
508.6565,0.42329
509.61622,0.33927
510.57595,0.26547
511.53568,0.20548
512.49541,0.15957
513.45514,0.1258
514.41487,0.10147
515.3746,0.08398
516.33433,0.07102
517.29406,0.06073
518.25379,0.052
519.21352,0.04452
520.17325,0.03845
521.13298,0.03385
522.0927,0.03038
523.05243,0.02752
524.01216,0.02484
524.97189,0.02229
525.93162,0.02002
526.89135,0.01819
527.85108,0.0169
528.81081,0.01621
529.77054,0.01619
530.73027,0.01676
531.69,0.01766
532.64973,0.01873
533.60946,0.02006
534.56918,0.02196
535.52891,0.02452
536.48864,0.02732
537.44837,0.02978
538.4081,0.03159
539.36783,0.03285
540.32756,0.03368
541.28729,0.03421
542.24702,0.03464
543.20675,0.03518
544.16648,0.03579
545.12621,0.03634
546.08594,0.03689
547.04566,0.03763
548.00539,0.03865
548.96512,0.03981
549.92485,0.04089
550.88458,0.04164
551.84431,0.04173
552.80404,0.04081
553.76377,0.03875
554.7235,0.03577
555.68323,0.03228
556.64296,0.0288
557.60269,0.02575
558.56242,0.0235
559.52214,0.02215
560.48187,0.02151
561.4416,0.02127
562.40133,0.02121
563.36106,0.02122
564.32079,0.02119
565.28052,0.02113
566.24025,0.0211
567.19998,0.02118
568.15971,0.02137
569.11944,0.02162
570.07917,0.02185
571.0389,0.02203
571.99863,0.02217
572.95835,0.02235
573.91808,0.02258
574.87781,0.02281
575.83754,0.02306
576.79727,0.02338
577.757,0.02378
578.71673,0.02426
579.67646,0.02485
580.63619,0.02554
581.59592,0.02619
582.55565,0.02667
583.51538,0.02695
584.47511,0.02721
585.43483,0.02767
586.39456,0.02835
587.35429,0.02906
588.31402,0.02954
589.27375,0.02977
590.23348,0.02989
591.19321,0.03004
592.15294,0.03031
593.11267,0.03067
594.0724,0.0311
595.03213,0.03158
595.99186,0.03212
596.95159,0.03263
597.91131,0.03304
